id,CAP,astroturf,fake_follower,financial,other,overall,self-declared,spammer,type
3039154799,0.7828265255249504,0.1,1.8,1.4,3.2,1.4,0.4,0.2,human
390617262,1.0,0.8,1.4,1.0,5.0,5.0,0.2,0.4,bot
4611389296,0.7334998320027682,0.2,0.6,0.1,1.8,1.1,0.0,0.2,human
734396807745286145,0.2603678379426137,0.0,0.0,0.0,0.2,0.1,0.0,0.0,human
1010978324569640960,0.9077975241648624,1.2,2.7,2.8,4.8,4.8,0.3,0.4,bot
1012447780504326145,0.6915799517497913,0.4,1.8,0.1,1.6,1.0,0.0,0.2,human
1012258265772720128,0.859576255252869,0.4,2.4,1.8,4.4,4.4,0.3,0.4,bot
968196446,0.7527121552274618,0.4,0.6,1.0,2.2,1.2,0.2,0.1,human
1012049887947456512,0.8912318555080615,0.7,2.6,1.2,4.6,4.6,0.4,1.4,bot
1011995299622064131,0.8339181685112829,0.6,2.8,1.2,4.2,4.2,0.3,0.6,human
2890342662,0.7967905786038864,0.9,2.5,0.8,2.9,2.9,2.0,1.2,human
720666928055001088,0.8076035454448582,0.6,2.0,0.2,3.9,3.9,0.0,0.6,bot
1010968620866965506,0.7968624754031172,0.4,2.1,0.8,3.4,3.4,0.0,0.8,bot
1704716070,0.4658392474232361,0.3,0.4,0.1,0.6,0.4,0.0,0.0,human
1010610247789096960,0.797053679565984,0.5,2.8,0.4,2.0,2.8,0.2,1.4,bot
1154282738,0.8885263643630983,0.6,1.3,1.4,4.6,4.6,0.4,0.1,bot
1012070142719774720,0.8474634546636374,0.8,1.6,0.8,4.4,4.4,1.4,1.3,bot
883611156228825088,0.7852210697594887,0.6,1.6,0.5,3.1,1.6,0.9,0.6,human
1011189105923784704,0.9373635156266058,0.9,2.1,1.8,5.0,5.0,1.4,0.8,bot
1012089312794509312,0.8327856038833207,0.6,2.0,0.2,4.2,4.2,0.5,0.6,human
1011238575399165959,0.8055586579935085,0.6,1.8,0.6,3.4,3.4,0.4,0.8,human
406457303,0.7176911080698488,1.8,0.2,0.2,1.9,1.1,0.0,0.0,human
959255458774122496,0.904303821618659,0.6,2.7,1.8,4.8,4.8,1.2,0.9,human
4655510439,0.36264564124632276,0.6,0.2,0.4,1.6,0.3,0.0,0.0,human
3119392109,0.5488888157824968,0.6,1.4,0.2,2.6,0.6,0.0,0.1,human
1010882400325431298,0.8808312676897403,0.6,2.4,2.0,4.6,4.6,0.2,0.2,human
1010605695601963008,0.8662905376040458,0.6,2.0,0.3,4.5,4.5,1.4,1.3,bot
809795080429142017,0.8670116134145492,0.8,2.4,2.3,4.5,4.5,0.1,0.8,bot
1012132071073112064,0.8808312676897403,0.6,1.8,0.8,4.6,4.6,0.1,0.8,bot
975703783475949568,0.8662905376040458,1.2,2.1,0.4,4.5,4.5,0.4,0.8,bot
1001873627506233346,0.8339181685112829,0.7,2.1,1.2,4.2,4.2,0.4,0.2,human
327555341,0.8057684213303521,0.2,0.4,0.2,3.4,3.4,0.0,0.2,bot
1005146327523713024,0.7219510972984345,0.4,1.2,0.2,2.6,1.0,0.3,0.4,human
1012607637026983936,0.8076035454448582,0.2,2.0,0.4,3.9,3.9,0.0,0.8,bot
630459182,0.5742686032713971,0.4,0.4,0.0,2.0,0.6,0.0,0.0,human
883724976158887938,0.7897432630001835,0.5,0.6,1.0,2.9,1.6,0.0,0.1,bot
3007724008,0.9121502174127201,0.4,2.4,2.0,4.8,4.8,0.7,0.6,bot
916187275133890565,0.9121502174127201,0.6,3.3,1.8,4.8,4.8,1.2,0.6,bot
4034721759,0.7966241294741505,0.1,0.4,0.0,3.2,1.7,0.2,0.2,bot
1459595030,0.8808312676897403,0.8,2.6,0.7,4.6,4.6,0.7,0.6,bot
585091018,0.28846389695411967,0.0,0.0,0.0,0.5,0.2,0.0,0.0,human
391505537,0.31739450135566455,0.3,0.4,0.0,0.2,0.2,0.0,0.0,human
834490192954290178,0.9338419498718862,0.6,2.3,1.6,5.0,5.0,1.6,0.2,bot
2363684405,0.760577756485164,1.2,0.6,0.0,3.2,1.2,0.0,0.0,human
4082476475,0.7089830786080018,0.2,2.2,1.0,2.8,1.0,0.0,0.2,human
2982392825,1.0,0.2,1.2,1.3,5.0,5.0,0.2,0.1,bot
1063319761,0.7989890411370751,3.4,3.2,0.1,3.6,3.6,0.0,0.2,human
2918674683,1.0,0.8,1.4,1.0,5.0,5.0,0.2,0.4,bot
728183118457384960,0.9338419498718862,0.8,1.5,0.8,5.0,5.0,0.6,0.2,bot
1698808080,0.9197876419218655,0.7,1.4,1.4,4.8,4.8,0.8,0.2,bot
1000351128389865477,0.7287106185584935,0.0,0.8,0.4,1.7,1.2,0.0,0.0,human
901802279623417856,0.7527121552274618,0.4,0.8,0.0,2.8,1.2,0.0,0.2,human
2298056467,0.4658392474232361,0.1,0.7,0.0,1.6,0.4,0.0,0.0,human
585560662,0.6608500314332488,0.2,0.6,0.8,2.0,0.8,0.0,0.0,human
550410719,0.8193478253485871,0.3,0.8,0.0,4.0,4.0,0.1,0.1,bot
819902175619022849,0.8052478284119403,1.4,0.8,0.0,3.2,3.2,0.3,0.4,human
329134629,0.8052478284119403,0.4,0.6,0.2,3.2,3.2,0.0,0.0,bot
868185435293585410,0.859576255252869,0.8,1.8,0.2,4.4,4.4,1.1,0.2,human
1202102875,0.23332432370635456,0.0,0.0,0.0,0.2,0.0,0.0,0.0,human
125072714,0.813043153461001,0.4,0.5,0.1,3.8,3.8,0.0,0.2,bot
202212121,0.8662905376040458,0.4,0.4,0.0,4.5,4.5,0.0,0.0,bot
1244391379,0.8060512678410475,1.7,2.3,1.2,3.4,3.4,2.5,0.4,human
3291561425,0.8091273704655436,0.2,0.6,0.2,3.7,3.7,0.0,0.2,bot
824903248599355395,1.0,0.6,0.6,0.8,5.0,5.0,0.2,0.2,bot
825380362226429953,1.0,0.7,0.6,0.5,5.0,5.0,0.2,0.4,bot
1012063518659698690,0.904303821618659,0.9,1.0,0.2,4.8,4.8,1.4,0.2,human
830683244,0.5742686032713971,0.4,0.8,0.0,2.2,0.6,0.0,0.2,human
4352856142,0.8030212452554465,0.0,1.2,0.2,2.2,2.0,0.4,1.2,human
867072457215279104,0.8054784364249085,0.2,2.9,3.4,3.8,3.8,2.0,1.4,human
831914104507990016,0.9121502174127201,0.6,1.6,1.0,4.8,4.8,0.2,0.6,bot
1006066460,1.0,1.0,2.4,1.6,5.0,5.0,0.9,0.0,bot
868401085802852352,0.9197876419218655,0.4,2.8,1.4,4.8,4.8,1.2,0.4,bot
425943636,0.7334998320027682,0.2,0.3,0.2,3.3,1.1,0.2,0.1,human
2579632449,0.7437205366967014,0.2,0.6,0.6,2.1,1.2,0.0,0.0,human
970583174349840384,0.49449072748283696,0.1,0.2,0.2,1.4,0.5,0.0,0.2,human
4836438088,0.4658392474232361,0.4,0.6,0.0,1.6,0.4,0.0,0.0,human
202305873,0.8474634546636374,0.4,0.8,0.9,4.4,4.4,0.2,0.3,bot
971374169781882881,0.8060512678410475,0.5,1.2,0.9,3.4,3.4,0.0,0.4,human
1244668758,0.6608500314332488,0.5,0.3,0.2,2.2,0.8,0.0,0.1,human
1086442256,0.8252572897541253,0.8,1.3,0.2,4.1,4.1,0.0,0.0,human
732212397654609920,0.8474634546636374,0.6,2.4,2.3,4.4,4.4,0.7,0.2,bot
1123481,0.28846389695411967,0.4,0.3,0.2,0.6,0.2,0.0,0.0,human
606417584,0.8102129289660348,1.3,2.4,0.2,3.8,3.8,0.2,0.1,human
3500831,0.31739450135566455,1.1,0.2,0.0,1.4,0.2,0.0,0.0,human
3070640794,0.9338419498718862,0.6,0.6,0.6,5.0,5.0,0.3,0.2,bot
306412249,0.28846389695411967,0.4,0.9,0.0,0.8,0.2,0.0,0.0,human
827909004923801600,0.9121502174127201,0.7,0.6,0.6,4.8,4.8,0.0,0.3,bot
595356862,0.5222398722127631,0.4,0.0,0.0,0.7,0.6,0.0,0.0,human
625712362,0.7219510972984345,1.2,0.7,0.0,2.4,1.0,0.0,0.0,human
3407591541,0.9197876419218655,0.8,1.8,1.3,4.8,4.8,0.6,0.1,bot
831165187994574850,0.9338419498718862,0.5,1.4,0.7,5.0,5.0,0.6,0.2,bot
2918691515,1.0,0.9,1.5,1.0,5.0,5.0,0.1,0.4,bot
2837970855,0.8091273704655436,1.0,2.2,1.0,3.7,3.7,1.2,0.8,bot
2992407304,0.7982287282125168,2.0,2.3,0.0,2.4,1.8,0.2,0.1,human
996455315796262916,0.43650814830094437,0.1,0.2,0.1,1.1,0.4,0.0,0.2,bot
461015426,0.7219510972984345,0.2,0.3,0.1,3.0,1.0,0.0,0.0,bot
2323994683,0.9121502174127201,0.4,0.3,0.4,4.8,4.8,0.0,0.3,bot
2896312810,0.8102129289660348,0.5,0.8,0.2,3.8,3.8,0.2,0.0,bot
177548621,0.31739450135566455,0.1,0.5,0.0,0.9,0.2,0.0,0.2,human
728911567589363712,0.7546218700467833,0.8,0.9,0.4,2.8,1.3,0.2,0.6,human
2968800676,0.7546218700467833,0.2,1.0,1.0,2.4,1.3,0.0,0.3,human
2217834630,0.5982419966968565,0.1,0.2,0.2,1.8,0.7,0.0,0.0,human
845712063251054592,0.760577756485164,0.3,0.8,0.4,2.9,1.2,0.0,0.0,human
2982506153,1.0,0.5,1.2,0.8,5.0,5.0,0.1,0.1,bot
839937500101627904,0.9121502174127201,0.0,0.3,0.4,4.8,4.8,0.0,0.0,bot
2799576867,0.43650814830094437,1.5,0.3,0.1,2.2,0.4,0.0,0.0,human
1009859481214341120,0.7897432630001835,0.1,0.8,0.4,2.9,1.6,0.0,0.2,human
974981520984346626,0.8733944954488508,0.8,1.0,0.9,4.6,4.6,0.0,0.6,bot
979300010843168772,0.9270685798190942,0.6,3.3,1.6,4.9,4.9,1.8,0.2,bot
231999899,0.8288069415530707,0.6,0.8,0.0,4.1,4.1,0.0,0.0,bot
1362279283,0.0,0.6,0.2,0.0,0.1,0.0,0.0,0.0,human
4826949964,0.9197876419218655,0.6,1.6,1.6,4.8,4.8,0.5,0.4,bot
2560586103,0.3469210182245441,0.4,0.6,0.0,1.0,0.2,0.0,0.0,human
855136163849482240,0.7897432630001835,0.2,0.7,1.0,2.9,1.6,0.0,0.0,bot
932924905,0.9270685798190942,0.6,1.9,2.0,4.9,4.9,0.7,0.2,bot
486025962,0.23332432370635456,0.2,0.0,0.0,0.6,0.0,0.0,0.0,human
2269447992,0.8252572897541253,0.6,1.0,0.2,4.1,4.1,0.1,0.1,bot
327555253,0.9197876419218655,0.4,0.3,0.4,4.8,4.8,0.0,0.1,bot
1002691095829057538,0.5222398722127631,1.6,1.2,0.0,2.7,0.6,0.0,0.0,bot
548662037,0.9338419498718862,0.7,1.4,1.2,5.0,5.0,0.3,0.2,bot
765890238946443264,0.5488888157824968,0.4,0.8,0.0,0.9,0.6,0.0,0.0,human
825395422147522560,0.8054092120440788,0.2,0.4,0.2,3.3,3.3,0.1,0.1,bot
4353158674,0.6415870166679795,0.3,0.4,0.0,1.7,0.8,0.0,0.0,human
989748219776126978,0.82211302959919,0.3,1.6,0.8,4.1,4.1,0.4,0.2,human
905405149614624769,0.8060512678410475,0.0,0.8,0.0,3.4,3.4,0.0,0.1,bot
966343682,0.8023863559365568,0.2,0.4,0.0,2.9,2.0,0.1,0.0,bot
603005791,0.43650814830094437,0.4,0.3,0.3,1.9,0.4,0.0,0.0,human
2939550185,0.7865642668428161,1.0,0.8,0.1,3.4,1.5,0.0,0.1,human
1109829834,0.801617083559931,2.2,0.8,0.1,2.7,1.9,0.2,0.1,human
974977242165055488,0.8054092120440788,1.6,0.8,0.0,3.3,3.3,0.0,0.2,human
840552254851678211,0.7967247202742335,0.6,1.4,0.6,3.0,3.0,0.5,1.2,bot
2199622261,0.31739450135566455,0.5,0.0,0.0,0.6,0.2,0.0,0.1,human
424907383,0.7865642668428161,1.0,0.7,0.4,2.5,1.5,0.0,0.0,human
977928174582616064,0.5222398722127631,0.4,0.2,0.0,0.4,0.6,0.1,0.0,human
327674514,0.904303821618659,0.8,1.0,0.8,4.8,4.8,0.0,0.2,bot
1331398375,0.28846389695411967,0.4,0.0,0.0,1.2,0.2,0.0,0.0,human
333431378,0.49449072748283696,1.3,1.4,0.4,1.7,0.5,0.0,0.0,human
825698658695905280,0.8372129323854712,0.5,0.6,0.6,4.2,4.2,0.0,0.4,bot
554539740,0.8963872382550993,0.4,0.4,0.4,4.7,4.7,0.0,0.4,bot
989116382611755009,0.8252572897541253,0.5,1.8,0.4,4.1,4.1,0.4,0.6,human
729045489665052672,0.5742686032713971,0.2,0.8,0.1,1.4,0.6,0.2,1.2,human
1011956312580804608,0.923535423667034,0.6,2.5,1.8,4.8,4.8,0.2,0.4,bot
2211763337,0.9197876419218655,0.4,0.9,0.5,4.8,4.8,0.0,0.1,bot
782534791975563264,0.37678996390568303,0.0,0.2,0.0,1.2,0.3,0.0,0.0,human
2797764234,0.7674214324358889,0.2,0.3,0.0,2.7,1.3,0.2,0.2,bot
2339156160,0.7674214324358889,0.5,2.0,1.2,2.7,1.3,0.1,0.2,bot
1011987366582603776,0.8733944954488508,0.8,2.7,1.4,4.6,4.6,0.4,0.7,bot
2349112225,0.8052478284119403,0.2,0.2,0.5,3.2,3.2,0.0,0.1,bot
755328987795165184,0.8023863559365568,1.4,1.4,0.9,3.0,2.0,0.1,0.3,human
2998480923,0.8963872382550993,0.4,0.4,0.4,4.7,4.7,0.1,0.2,bot
926532287675731976,0.8963872382550993,0.4,4.0,2.0,4.7,4.7,2.7,1.2,bot
2998555053,0.8885263643630983,0.4,0.2,0.3,4.6,4.6,0.1,0.1,bot
2982782446,1.0,0.2,1.3,1.3,5.0,5.0,0.2,0.2,bot
448110696,0.9338419498718862,0.4,1.4,1.2,5.0,5.0,0.2,0.0,bot
2982546107,0.8885263643630983,0.6,0.6,0.8,4.6,4.6,0.4,2.2,bot
911509904795545600,0.8885263643630983,0.8,2.7,1.2,4.6,4.6,2.4,0.3,human
704820933027045376,0.3469210182245441,0.3,0.0,0.0,0.8,0.2,0.0,0.0,human
700244333,0.4658392474232361,0.4,0.4,0.6,1.4,0.4,0.0,0.0,human
826000575657549825,0.8372129323854712,0.1,0.4,0.3,4.2,4.2,0.0,0.1,bot
950998000742141952,0.5488888157824968,0.2,0.4,0.1,1.2,0.6,0.2,0.0,human
276497372,0.37678996390568303,0.5,0.0,0.0,1.1,0.3,0.0,0.0,human
2982795550,1.0,0.8,1.4,1.0,5.0,5.0,0.2,0.4,bot
991332558,0.8006881983123656,0.2,1.3,0.6,2.9,1.8,0.4,0.3,human
2976241827,0.40673978557586005,0.8,0.7,0.2,0.8,0.4,0.0,0.0,human
489519253,0.5982419966968565,0.1,0.3,0.0,0.7,0.7,0.0,0.0,human
3092010165,0.5982419966968565,1.6,0.7,0.0,2.4,0.7,0.0,0.0,human
3290568658,0.8036706514015852,0.2,2.0,0.6,3.8,3.8,0.2,0.6,bot
2982443524,1.0,0.4,1.9,1.8,5.0,5.0,0.8,0.2,bot
3224618207,0.799570188835745,0.4,1.6,0.6,2.8,1.8,0.0,0.2,human
573568763,0.7865642668428161,0.6,2.4,0.6,2.9,1.5,0.0,0.4,human
838435964922052608,0.9197876419218655,0.4,0.6,0.4,4.8,4.8,0.2,1.2,bot
2419259186,0.3469210182245441,0.1,0.4,0.0,0.6,0.2,0.0,0.0,human
3122007425,0.2520419704315795,0.1,0.1,0.0,0.1,0.1,0.0,0.0,human
1571230602,0.8532920387559139,0.4,2.2,1.3,4.4,4.4,0.8,0.2,human
202206667,0.8372129323854712,0.3,0.4,0.1,4.2,4.2,0.0,0.0,bot
2930775934,0.82211302959919,0.8,1.6,0.6,4.1,4.1,0.0,0.2,bot
812590099024199680,0.2603678379426137,0.0,0.1,0.0,0.8,0.1,0.0,0.0,human
560954476,0.8068955728616037,0.5,0.4,0.2,3.6,3.6,0.0,0.0,bot
423240463,0.8052109974132647,0.2,0.5,0.0,3.1,3.1,0.0,0.1,bot
2385911950,0.28846389695411967,0.2,0.2,0.0,1.2,0.2,0.0,0.0,human
797499926594908160,0.6415870166679795,0.2,0.8,0.2,2.0,0.8,0.0,0.2,human
926348944686419968,0.8023863559365568,1.4,1.8,0.0,2.8,2.0,0.5,0.2,human
1011723273057554438,0.8808312676897403,0.4,2.7,1.8,4.6,4.6,1.4,0.2,human
1011975267915575297,0.8912318555080615,0.7,1.8,2.2,4.6,4.6,1.2,0.3,bot
1012138187576180736,0.8053429027352532,0.2,1.8,0.3,1.8,2.8,0.8,2.8,human
534504035,0.49449072748283696,0.9,0.0,0.0,0.7,0.5,0.0,0.0,human
986192376241770499,0.8039704121290502,0.1,2.8,1.1,2.9,2.1,0.4,0.2,human
1012302562660405248,0.8662905376040458,0.6,2.0,0.4,4.5,4.5,0.7,0.4,bot
726108618051997696,0.5982419966968565,0.3,0.4,0.1,0.6,0.7,0.0,0.0,human
2989418577,0.8421031637823202,0.2,0.2,0.0,4.3,4.3,0.0,0.2,bot
972790109325099008,0.5222398722127631,0.5,0.9,0.0,2.0,0.6,0.0,0.2,human
814176367,0.5982419966968565,1.2,0.2,0.1,1.4,0.7,0.0,0.2,bot
1011716963498909696,0.7470839770895665,0.0,0.4,0.6,1.8,1.2,0.0,0.2,human
893832219873206273,0.9270685798190942,0.9,2.6,1.6,4.9,4.9,2.1,0.4,bot
228744087,0.49449072748283696,0.4,1.0,0.0,2.1,0.5,0.0,0.0,bot
883056345200635904,0.49449072748283696,0.0,0.6,0.0,1.4,0.5,0.0,0.0,human
950483930003771392,0.8733944954488508,0.3,0.2,0.2,4.6,4.6,0.1,0.3,bot
752099077756686336,0.813043153461001,0.4,2.0,0.4,3.8,3.8,0.1,0.2,human
831785890552877062,0.9270685798190942,0.6,1.8,1.5,4.9,4.9,1.0,0.3,bot
2376525880,0.8808312676897403,0.8,2.9,1.0,4.6,4.6,0.6,0.2,bot
2704478260,0.8885263643630983,0.4,1.3,1.6,4.6,4.6,0.7,0.2,bot
278767989,0.8532920387559139,1.4,1.6,1.3,4.4,4.4,3.2,0.5,human
3138084547,0.8082278383974655,0.6,0.6,0.5,3.6,3.6,0.2,0.4,human
1122716048,0.28846389695411967,0.2,0.2,0.0,2.3,0.2,0.0,0.0,human
1337678305,0.7968599400514179,2.2,2.6,1.4,2.9,2.9,0.8,0.3,bot
761376188,0.31739450135566455,0.1,0.4,0.0,1.4,0.2,0.0,0.0,human
1198843740,0.43650814830094437,0.2,0.3,0.3,1.6,0.4,0.0,0.0,human
2364628874,0.40673978557586005,0.1,0.2,0.2,0.8,0.4,0.0,0.0,human
1714082910,0.8288069415530707,0.6,1.0,1.2,4.1,4.1,0.0,0.1,human
830818718703837187,0.9270685798190942,0.4,1.2,1.0,4.9,4.9,0.0,0.2,bot
2982526985,0.8963872382550993,0.8,0.6,0.4,4.7,4.7,0.3,0.2,bot
1449933242,0.8252572897541253,1.2,2.8,1.8,4.1,4.1,0.6,0.2,human
1013118357925777409,0.8885263643630983,0.5,2.0,1.2,4.6,4.6,1.0,0.4,human
741328501094121472,0.8053088638387352,0.4,3.0,0.2,3.2,3.2,0.4,1.3,human
1260617916,0.7674214324358889,1.8,0.5,0.0,2.7,1.3,0.0,0.0,human
702253149189439488,0.4658392474232361,1.8,0.1,0.0,1.4,0.4,0.1,0.0,human
2367002093,0.3469210182245441,1.1,0.2,0.0,1.2,0.2,0.0,0.0,human
2976226983,0.7674214324358889,2.0,1.1,0.6,2.5,1.3,0.0,0.2,human
561125828,0.28846389695411967,0.2,0.0,0.0,0.6,0.2,0.0,0.0,bot
494889421,0.3469210182245441,0.2,0.1,0.0,0.6,0.2,0.0,0.0,human
296318811,0.7053377817049258,0.4,0.6,0.3,1.5,1.0,0.2,0.2,human
2905469547,0.3469210182245441,0.0,0.2,0.0,1.2,0.2,0.0,0.0,human
1012332423290478593,0.813043153461001,0.6,0.9,0.1,3.8,3.8,0.3,0.9,human
55404019,0.8030212452554465,0.2,0.0,0.0,2.7,2.0,0.0,0.0,human
554630722,0.8252572897541253,0.4,0.4,0.0,4.1,4.1,0.0,0.0,bot
1006016766,1.0,0.8,1.1,1.0,5.0,5.0,0.2,0.3,bot
271466783,0.31739450135566455,0.3,0.1,0.0,1.0,0.2,0.0,0.0,human
781523989793497088,0.8057684213303521,0.4,1.1,0.1,3.4,3.4,0.0,0.2,bot
2772451794,1.0,0.9,0.8,0.8,5.0,5.0,0.1,0.2,bot
421858976,0.2603678379426137,0.8,0.2,0.0,0.5,0.1,0.0,0.0,human
923265879449759744,0.7874002196908744,0.6,0.4,1.2,3.0,1.7,0.0,0.2,human
951241980859830272,0.904303821618659,0.6,3.0,1.2,4.8,4.8,1.6,0.9,human
836505264706715649,0.7674214324358889,1.1,1.2,0.0,3.3,1.3,0.8,0.1,human
972313916578713600,0.8733944954488508,0.4,0.6,1.0,4.6,4.6,0.2,0.4,bot
3825988815,0.6415870166679795,0.6,0.3,0.6,1.6,0.8,0.0,0.0,human
834243806899867648,0.9121502174127201,0.7,2.2,1.2,4.8,4.8,0.1,0.6,bot
948982405838397441,0.8885263643630983,0.4,0.6,0.7,4.6,4.6,0.2,0.5,bot
1183194624,0.8060512678410475,0.0,0.5,0.2,3.4,3.4,0.2,0.0,bot
2998556339,0.8963872382550993,0.5,0.3,0.5,4.7,4.7,0.1,0.2,bot
503680418,0.7733457112766196,1.4,0.6,0.0,2.7,1.4,0.0,0.0,bot
132962832,0.4658392474232361,0.4,0.8,0.1,0.8,0.4,0.0,0.0,human
456210073,0.8885263643630983,0.4,0.5,0.6,4.6,4.6,0.0,0.2,bot
1268082668,0.7089830786080018,1.4,1.0,1.0,2.2,1.0,0.1,0.2,human
922839841,0.8327856038833207,1.2,2.3,0.1,4.2,4.2,1.8,0.6,bot
250624869,0.8068955728616037,0.3,0.8,0.8,3.6,3.6,0.0,0.0,human
971039774726377474,0.5488888157824968,0.2,0.2,0.1,1.4,0.6,0.0,0.0,human
595846370,0.9121502174127201,0.8,0.6,0.5,4.8,4.8,0.2,0.4,bot
2985794427,1.0,0.4,1.1,1.0,5.0,5.0,0.1,0.0,bot
468385317,0.31739450135566455,0.0,0.0,0.0,0.8,0.2,0.0,0.0,bot
2949953224,0.8372129323854712,0.5,1.7,0.4,4.2,4.2,0.1,0.2,human
761296330903916545,0.4658392474232361,0.0,0.2,0.0,1.4,0.4,0.0,0.0,human
1000029438233448448,0.6945161422354588,0.5,0.9,1.0,3.3,1.0,0.0,0.4,human
717335652791107584,0.5982419966968565,0.3,0.0,0.0,1.3,0.7,0.0,0.0,human
1006938498811809793,0.40673978557586005,0.2,0.4,0.1,1.7,0.4,0.0,0.0,human
524420458,0.760577756485164,0.4,0.4,0.0,3.2,1.2,0.1,0.0,bot
1012110155553570816,0.9197876419218655,0.7,2.5,2.0,4.8,4.8,0.4,0.6,bot
1011632355419844608,0.8885263643630983,1.0,1.5,1.4,4.6,4.6,0.2,0.6,bot
548914113,0.40673978557586005,0.4,0.3,0.0,1.8,0.4,0.0,0.0,bot
963823970507214848,0.7089830786080018,0.5,0.6,0.2,1.5,1.0,0.1,0.2,bot
2996584924,0.9121502174127201,1.1,1.4,0.8,4.8,4.8,0.2,0.3,bot
993286910650015744,0.793087009461318,0.2,1.2,0.6,2.6,1.9,0.0,1.0,human
825402582579412992,1.0,0.6,2.2,1.6,5.0,5.0,1.2,0.2,bot
2996521607,0.82211302959919,0.5,1.6,1.0,4.1,4.1,0.2,0.7,human
2535033852,0.40673978557586005,0.6,0.6,0.0,2.4,0.4,0.2,0.0,bot
2862813495,0.8199148539199458,0.6,2.0,2.0,4.1,4.1,0.2,0.2,human
942158304725295104,0.9338419498718862,0.6,4.1,1.7,5.0,5.0,0.8,0.6,bot
834889075337400320,1.0,0.8,1.4,1.2,5.0,5.0,0.1,0.6,bot
2919429628,0.9121502174127201,0.8,1.1,1.1,4.8,4.8,0.5,0.4,bot
1011334857966931968,0.812935016236137,1.1,2.0,1.8,4.0,4.0,0.8,0.7,human
1924501530,0.8054784364249085,3.8,2.1,0.2,3.2,3.8,0.1,0.0,bot
560604863,0.7828265255249504,0.8,0.4,0.4,3.2,1.4,0.2,0.0,bot
3017654309,0.8054092120440788,0.8,0.6,0.6,3.3,3.3,0.0,0.4,bot
1003160464543510528,0.796599114745521,0.6,1.8,2.1,3.2,3.2,0.0,0.7,human
2729708935,0.7674214324358889,0.4,1.6,1.4,3.4,1.3,0.6,0.0,human
866147862,0.7733457112766196,2.7,1.4,0.0,2.6,1.4,0.0,0.0,human
549384602,0.9197876419218655,0.7,1.7,1.4,4.8,4.8,0.9,0.3,bot
987694134529052672,0.8169336709169681,0.8,2.6,1.3,4.0,4.0,2.8,1.8,bot
1011913641548009472,0.6608500314332488,0.0,0.6,0.2,1.2,0.8,0.0,0.0,human
53002473,0.37678996390568303,0.2,0.0,0.0,0.5,0.3,0.0,0.0,human
2413775282,0.6207049850511144,1.9,1.0,0.4,1.9,0.8,0.0,0.0,human
3031331457,0.40673978557586005,1.2,0.8,0.0,2.3,0.4,0.0,0.0,human
561480213,0.5222398722127631,0.4,0.4,0.1,1.6,0.6,0.0,0.0,human
1301400318,0.7176911080698488,1.3,0.5,0.1,2.1,1.1,0.0,0.1,human
549173992,1.0,0.8,1.4,0.8,5.0,5.0,0.2,0.3,bot
3102059566,0.8421031637823202,0.8,0.6,1.2,4.3,4.3,0.4,0.8,bot
197284836,0.40673978557586005,1.1,0.6,0.0,1.8,0.4,0.0,0.0,human
1050774624,0.7437205366967014,0.7,0.0,0.0,0.8,1.2,0.0,0.0,human
876795381841100801,0.6415870166679795,0.3,1.2,0.0,3.2,0.8,1.0,0.2,bot
1005568886098550785,0.5222398722127631,0.0,0.4,0.0,1.1,0.6,0.0,0.2,human
944701467839094784,0.5982419966968565,0.4,0.4,0.0,1.4,0.7,0.0,0.2,bot
3102658995,0.37678996390568303,0.0,0.4,0.0,1.0,0.3,0.0,0.0,human
2363390223,0.5488888157824968,0.2,0.4,0.8,1.8,0.6,0.1,0.0,human
910893710308724743,0.37678996390568303,0.0,0.0,0.0,1.4,0.3,0.0,0.0,human
850371251277352960,0.8054092120440788,1.4,2.2,0.6,3.3,3.3,0.0,0.3,human
923565203253579776,0.859576255252869,0.4,0.6,0.6,4.4,4.4,0.2,0.2,bot
1069206085,0.5488888157824968,0.4,0.6,0.0,1.8,0.6,0.0,0.0,human
326826176,0.23332432370635456,0.1,0.0,0.0,1.5,0.0,0.0,0.0,human
968459856,0.3469210182245441,0.0,0.2,0.1,1.2,0.2,0.0,0.0,human
2950692315,1.0,0.8,0.9,0.8,5.0,5.0,0.2,0.2,bot
932243210277130240,0.8421031637823202,0.6,2.0,1.5,4.3,4.3,1.1,0.2,bot
437486455,0.8060512678410475,0.3,1.2,0.2,3.4,3.4,0.0,0.2,human
627733507,0.9121502174127201,0.6,1.0,1.0,4.8,4.8,0.1,0.5,bot
856380782847422464,0.37678996390568303,1.2,0.4,0.0,1.2,0.3,0.0,0.0,human
3107788774,0.8963872382550993,0.7,0.7,0.6,4.7,4.7,0.0,0.4,bot
847497841,0.4658392474232361,1.0,0.4,0.0,1.8,0.4,0.0,0.0,human
412155718,0.37678996390568303,0.8,0.1,0.0,0.9,0.3,0.0,0.0,human
136653194,0.3469210182245441,0.2,0.2,0.0,0.4,0.2,0.0,0.0,human
133460400,0.8327856038833207,1.0,1.8,1.3,4.2,4.2,0.6,0.0,human
753659579582541824,0.3912159239072283,0.4,0.2,0.2,1.1,0.4,0.0,0.0,bot
186977143,0.5222398722127631,0.7,0.6,0.0,1.1,0.6,0.0,0.0,human
58165167,0.23332432370635456,0.7,0.0,0.0,0.5,0.0,0.0,0.0,bot
2984109993,0.8169336709169681,0.3,0.6,0.4,4.0,4.0,0.0,0.1,bot
